# CoordinateSystem: GEOGCS["WGS 84",DATUM["World Geodetic System 1984",SPHEROID["WGS 84",6378137,298.257223563,AUTHORITY["EPSG","7030"]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY["EPSG","6326"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.01745329251994328,AUTHORITY["EPSG","9102"]],AUTHORITY["EPSG","4326"]]
#Label	X/East	Y/North	Z/Altitude
DSC01478_geotag.JPG	13.628157	58.464625	157.770000
DSC01479_geotag.JPG	13.628152	58.464626	153.000000
DSC01480_geotag.JPG	13.628156	58.464628	148.050000
DSC01481_geotag.JPG	13.628142	58.464627	143.250000
DSC01482_geotag.JPG	13.628111	58.464628	139.530000
DSC01483_geotag.JPG	13.628085	58.464629	137.380000
DSC01484_geotag.JPG	13.628076	58.464619	135.190000
DSC01485_geotag.JPG	13.628076	58.464613	132.570000
DSC01486_geotag.JPG	13.628076	58.464610	130.360000
DSC01487_geotag.JPG	13.628074	58.464609	130.020000
DSC01488_geotag.JPG	13.628073	58.464608	129.630000
DSC01489_geotag.JPG	13.628074	58.464608	129.000000
DSC01490_geotag.JPG	13.628075	58.464609	128.470000
DSC01491_geotag.JPG	13.628069	58.464609	127.910000
DSC01492_geotag.JPG	13.628069	58.464610	127.440000
DSC01493_geotag.JPG	13.628069	58.464610	126.900000
DSC01494_geotag.JPG	13.628067	58.464611	126.340000
DSC01495_geotag.JPG	13.628066	58.464611	126.270000
DSC01496_geotag.JPG	13.628065	58.464611	126.260000
DSC01497_geotag.JPG	13.628065	58.464611	126.260000
